Time(ms),distanceDAM_RTState(m),RedLat(degree),RedLon(degree),RedAlt(m),RedYaw(degree),RedPitch(degree),RedRoll(degree),RedSpeedAir(km/h),RedFlyOverLoad,MissileLat(degree),MissileLon(degree),MissileAlt(m),MissileYaw(degree),MissilePitch(degree),MissileRoll(degree),MissileSpeedAir(km/h),MissileType,RedFlyOverLoadX,RedFlyOverLoadY,RedFlyOverLoadZ,distanceFF(m),AA,AA,AA,AA,RedPlatAttackAngle(degree),RedFlySideslipAng(degree),strickenFlag,damageFlag,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,synAngRat(degree/s),thetaAngRat(degree/s),phiAngRat(degree/s),synAng_Acc(degree/s^2),thetaAng_Acc(degree/s^2),phiAng_Acc(degree/s^2),PlatOverLoadX,PlatOverLoadY,PlatOverLoadZ,coeT,AA,AA,ViewValid,TrackingState,HitState,OPDrms,AA,AA,TargetLatFake(degree),TargetLonFake(degree),TargetAltFake(m),ladarType
13080,600.000,39.994604,100.000000,1000.000,352.171,8.72,-20.15,73.439,1.57,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,219.964,0,0.018411,0.0529932,1.56876,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.018411,0.0529932,1.56876,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13090,600.000,39.994604,100.000000,1000.000,352.161,8.73,-20.151,264.367,1.57,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.015,0,0.0199716,0.0529943,1.56852,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0199716,0.0529943,1.56852,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13100,600.000,39.994604,100.000000,1000.000,352.151,8.741,-20.151,264.352,1.569,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.065,0,0.0212071,0.0529947,1.56817,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0212071,0.0529947,1.56817,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13110,600.000,39.994604,100.000000,1000.000,352.14,8.751,-20.152,264.338,1.569,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.115,0,0.0223881,0.052995,1.56779,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0223881,0.052995,1.56779,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13120,600.000,39.994604,100.000000,1000.000,352.13,8.762,-20.152,73.423,1.568,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.165,0,0.0210049,0.0529916,1.56672,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0210049,0.0529916,1.56672,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13130,600.000,39.994604,100.000000,1000.000,352.12,8.773,-20.153,264.309,1.568,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.215,0,0.020822,0.0529952,1.56686,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.020822,0.0529952,1.56686,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13140,600.000,39.994604,100.000000,1000.000,352.109,8.783,-20.153,264.294,1.568,40.000000,100.000000,1000.000,180.038,-0.143,-0.015,220.265,0,0.02085,0.0529962,1.56657,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.02085,0.0529962,1.56657,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13150,600.000,39.994604,100.000000,1000.000,352.099,8.794,-20.153,264.279,1.567,40.000000,100.000000,1000.000,180.039,-0.143,-0.015,220.315,0,0.0208707,0.0529974,1.56631,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0208707,0.0529974,1.56631,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13160,600.000,39.994604,100.000000,1000.000,352.089,8.804,-20.154,73.407,1.567,40.000000,100.000000,1000.000,180.039,-0.143,-0.015,220.365,0,0.0209322,0.052998,1.56597,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0209322,0.052998,1.56597,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13170,600.000,39.994604,100.000000,1000.000,352.078,8.815,-20.154,264.25,1.566,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.415,0,0.0194236,0.052993,1.56456,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0194236,0.052993,1.56456,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13180,600.000,39.994604,100.000000,1000.000,352.068,8.825,-20.155,264.235,1.565,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.465,0,0.0194979,0.0529935,1.56409,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0194979,0.0529935,1.56409,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13190,600.000,39.994604,100.000000,1000.000,352.058,8.835,-20.155,264.22,1.566,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.515,0,0.0189504,0.0530016,1.56499,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0189504,0.0530016,1.56499,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13200,600.000,39.994604,100.000000,1000.000,352.047,8.846,-20.156,73.39,1.566,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.565,0,0.0188807,0.0530039,1.56495,0,0.0235487,0.0235487,0.0235487,0.0235487,0,0,0,0,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,0.0235487,-1.609424,0.581966,-1.614908,0.017705,0.008327,0.009456,0.0188807,0.0530039,1.56495,1,0.0235487,0.0235487,1,0,0,0.0235487,0.0235487,0.0235487,40.000000,100.000000,1000.000,1
13210,600.000,39.994604,100.000000,1000.000,352.037,8.856,-20.156,264.191,1.563,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.615,0,0.0215167,0.0529923,1.56235,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0215167,0.0529923,1.56235,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13220,600.000,39.994604,100.000000,1000.000,352.027,8.867,-20.156,264.176,1.563,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.665,0,0.0228709,0.0529963,1.56241,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0228709,0.0529963,1.56241,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13230,600.000,39.994604,100.000000,1000.000,352.016,8.877,-20.157,264.163,1.549,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.715,0,0.0303501,0.0529219,1.54802,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0303501,0.0529219,1.54802,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13240,600.000,39.994604,100.000000,1000.000,352.006,8.887,-20.157,73.375,1.534,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.765,0,0.0374158,0.0528481,1.53223,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0374158,0.0528481,1.53223,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13250,600.000,39.994604,100.000000,1000.000,351.997,8.896,-20.158,264.137,1.516,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.815,0,0.0372778,0.0528449,1.51481,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0372778,0.0528449,1.51481,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13260,600.000,39.994604,100.000000,1000.000,351.987,8.904,-20.158,264.123,1.497,40.000000,100.000000,1000.000,180.039,-0.142,-0.015,220.865,0,0.0261584,0.0529121,1.49562,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0261584,0.0529121,1.49562,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13270,600.000,39.994604,100.000000,1000.000,351.978,8.91,-20.158,264.108,1.476,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,220.914,0,0.0171526,0.0529792,1.47448,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0171526,0.0529792,1.47448,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13280,600.000,39.994604,100.000000,1000.000,351.971,8.914,-20.158,73.359,1.452,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,220.964,0,0.0106118,0.0530463,1.45125,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0106118,0.0530463,1.45125,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13290,600.000,39.994604,100.000000,1000.000,351.963,8.916,-20.158,264.077,1.455,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.014,0,0.0168092,0.0529789,1.45353,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0168092,0.0529789,1.45353,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13300,600.000,39.994604,100.000000,1000.000,351.957,8.916,-20.158,264.063,1.457,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.064,0,0.0229951,0.0529117,1.45621,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0229951,0.0529117,1.45621,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13310,600.000,39.994604,100.000000,1000.000,351.951,8.914,-20.158,264.05,1.461,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.114,0,0.0307101,0.0528436,1.4596,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0307101,0.0528436,1.4596,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13320,600.000,39.994604,100.000000,1000.000,351.946,8.91,-20.158,73.344,1.465,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.164,0,0.0321657,0.0528467,1.46388,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0321657,0.0528467,1.46388,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13330,600.000,39.994604,100.000000,1000.000,351.941,8.907,-20.157,264.023,1.465,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.214,0,0.0299627,0.0528894,1.46333,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0299627,0.0528894,1.46333,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13340,600.000,39.994604,100.000000,1000.000,351.936,8.902,-20.157,264.01,1.454,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.314,0,0.0323906,0.0528773,1.4531,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0323906,0.0528773,1.4531,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13350,600.000,39.994604,100.000000,1000.000,351.932,8.897,-20.156,263.997,1.445,40.000000,100.000000,1000.000,180.039,-0.141,-0.014,221.314,0,0.0332499,0.0528747,1.44413,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0332499,0.0528747,1.44413,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13360,600.000,39.994604,100.000000,1000.000,351.927,8.892,-20.156,73.329,1.443,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.364,0,0.0306168,0.0529089,1.44179,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0306168,0.0529089,1.44179,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13370,600.000,39.994604,100.000000,1000.000,351.923,8.886,-20.155,263.97,1.44,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.414,0,0.0280985,0.0529387,1.43904,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0280985,0.0529387,1.43904,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13380,600.000,39.994604,100.000000,1000.000,351.919,8.879,-20.155,263.957,1.432,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.464,0,0.0281771,0.052938,1.43099,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0281771,0.052938,1.43099,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13390,600.000,39.994604,100.000000,1000.000,351.915,8.873,-20.155,263.943,1.423,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.514,0,0.0286107,0.0529335,1.42211,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0286107,0.0529335,1.42211,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13400,600.000,39.994604,100.000000,1000.000,351.911,8.866,-20.154,73.314,1.418,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.564,0,0.0274171,0.0529487,1.41671,0,0.023535,0.023535,0.023535,0.023535,0,0,0,0,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,0.023535,-1.604261,0.584395,-1.611459,0.025814,0.012147,0.017245,0.0274171,0.0529487,1.41671,1,0.023535,0.023535,1,0,0,0.023535,0.023535,0.023535,40.000000,100.000000,1000.000,2
13410,600.000,39.994604,100.000000,1000.000,351.907,8.859,-20.154,263.916,1.414,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.614,0,0.0274132,0.0529683,1.41227,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0274132,0.0529683,1.41227,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13420,600.000,39.994604,100.000000,1000.000,351.903,8.852,-20.153,263.903,1.407,40.000000,100.000000,1000.000,180.039,-0.14,-0.014,221.664,0,0.0277348,0.052973,1.40529,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0277348,0.052973,1.40529,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13430,600.000,39.994604,100.000000,1000.000,351.9,8.845,-20.153,263.89,1.398,40.000000,100.000000,1000.000,180.04,-0.14,-0.014,221.713,0,0.0280622,0.0529715,1.39715,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0280622,0.0529715,1.39715,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13440,600.000,39.994604,100.000000,1000.000,351.896,8.838,-20.152,73.299,1.392,40.000000,100.000000,1000.000,180.04,-0.14,-0.014,221.763,0,0.0276499,0.0529793,1.39061,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0276499,0.0529793,1.39061,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13450,600.000,39.994604,100.000000,1000.000,351.892,8.831,-20.152,263.862,1.386,40.000000,100.000000,1000.000,180.04,-0.14,-0.014,221.813,0,0.0221259,0.0529926,1.38512,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0221259,0.0529926,1.38512,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13460,600.000,39.994604,100.000000,1000.000,351.888,8.823,-20.151,263.848,1.38,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,221.863,0,0.018322,0.0529997,1.37863,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.018322,0.0529997,1.37863,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13470,600.000,39.994604,100.000000,1000.000,351.885,8.816,-20.151,263.834,1.372,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,221.913,0,0.0185083,0.0530016,1.37119,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0185083,0.0530016,1.37119,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13480,600.000,39.994604,100.000000,1000.000,351.881,8.809,-20.151,73.283,1.366,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,221.963,0,0.0184338,0.0530072,1.36438,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0184338,0.0530072,1.36438,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13490,600.000,39.994604,100.000000,1000.000,351.877,8.801,-20.15,263.806,1.36,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,222.013,0,0.0180105,0.0530173,1.3584,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0180105,0.0530173,1.3584,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13500,600.000,39.994604,100.000000,1000.000,351.874,8.794,-20.15,263.792,1.353,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,222.063,0,0.0177757,0.0530257,1.35217,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0177757,0.0530257,1.35217,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13510,600.000,39.994604,100.000000,1000.000,351.87,8.786,-20.15,263.778,1.347,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,222.113,0,0.0193929,0.0530308,1.34534,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0193929,0.0530308,1.34534,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13520,600.000,39.994604,100.000000,1000.000,351.866,8.779,-20.149,73.268,1.34,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,222.162,0,0.0209628,0.053037,1.33869,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0209628,0.053037,1.33869,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
13530,600.000,39.994604,100.000000,1000.000,351.863,8.772,-20.149,263.751,1.334,40.000000,100.000000,1000.000,180.04,-0.139,-0.014,222.212,0,0.0221865,0.0530461,1.33259,0,0.0234011,0.0234011,0.0234011,0.0234011,0,0,0,0,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,0.0234011,-0.503769,0.582819,-0.51252,5.502462,-0.007882,5.494694,0.0221865,0.0530461,1.33259,1,0.0234011,0.0234011,1,0,0,0.0234011,0.0234011,0.0234011,40.000000,100.000000,1000.000,2
